"time","Output"
0.0000000000000000,0.0000000000000000
0.2000000000000000,0.0000000000000000
0.4000000000000000,1.0000000000000000
0.6000000000000001,1.0000000000000000
0.8000000000000000,1.0000000000000000
1.0000000000000000,1.0000000000000000
1.2000000000000002,1.0000000000000000
1.4000000000000001,2.0000000000000000
1.6000000000000001,2.0000000000000000
1.8000000000000000,2.0000000000000000
2.0000000000000000,2.0000000000000000
2.2000000000000002,2.0000000000000000
2.4000000000000004,3.0000000000000000
2.6000000000000001,3.0000000000000000
2.8000000000000003,3.0000000000000000
3.0000000000000000,3.0000000000000000
3.2000000000000002,3.0000000000000000
3.4000000000000004,4.0000000000000000
3.6000000000000001,4.0000000000000000
3.8000000000000003,4.0000000000000000
4.0000000000000000,4.0000000000000000
4.2000000000000002,4.0000000000000000
4.4000000000000004,5.0000000000000000
4.6000000000000005,5.0000000000000000
4.8000000000000007,5.0000000000000000
5.0000000000000000,5.0000000000000000
5.2000000000000002,5.0000000000000000
5.4000000000000004,6.0000000000000000
5.6000000000000005,6.0000000000000000
5.8000000000000007,6.0000000000000000
6.0000000000000000,6.0000000000000000
6.2000000000000002,6.0000000000000000
6.4000000000000004,7.0000000000000000
6.6000000000000005,7.0000000000000000
6.8000000000000007,7.0000000000000000
7.0000000000000000,7.0000000000000000
7.2000000000000002,7.0000000000000000
7.4000000000000004,8.0000000000000000
7.6000000000000005,8.0000000000000000
7.8000000000000007,8.0000000000000000
8.0000000000000000,8.0000000000000000
8.2000000000000011,8.0000000000000000
8.4000000000000004,9.0000000000000000
8.5999999999999996,9.0000000000000000
8.8000000000000007,9.0000000000000000
9.0000000000000000,9.0000000000000000
9.2000000000000011,9.0000000000000000
9.4000000000000004,10.0000000000000000
9.6000000000000014,10.0000000000000000
9.8000000000000007,10.0000000000000000
10.0000000000000000,10.0000000000000000
10.2000000000000011,10.0000000000000000
10.4000000000000004,11.0000000000000000
10.6000000000000014,11.0000000000000000
10.8000000000000007,11.0000000000000000
11.0000000000000000,11.0000000000000000
11.2000000000000011,11.0000000000000000
11.4000000000000004,12.0000000000000000
11.6000000000000014,12.0000000000000000
11.8000000000000007,12.0000000000000000
12.0000000000000000,12.0000000000000000
12.2000000000000011,12.0000000000000000
12.4000000000000004,13.0000000000000000
12.6000000000000014,13.0000000000000000
12.8000000000000007,13.0000000000000000
13.0000000000000000,13.0000000000000000
13.2000000000000011,13.0000000000000000
13.4000000000000004,14.0000000000000000
13.6000000000000014,14.0000000000000000
13.8000000000000007,14.0000000000000000
14.0000000000000000,14.0000000000000000
14.2000000000000011,14.0000000000000000
14.4000000000000004,15.0000000000000000
14.6000000000000014,15.0000000000000000
14.8000000000000007,15.0000000000000000
15.0000000000000000,15.0000000000000000
15.2000000000000011,15.0000000000000000
15.4000000000000004,1.0000000000000000
15.6000000000000014,1.0000000000000000
15.8000000000000007,1.0000000000000000
16.0000000000000000,1.0000000000000000
16.1999999999999993,1.0000000000000000
16.4000000000000021,2.0000000000000000
16.6000000000000014,2.0000000000000000
16.8000000000000007,2.0000000000000000
17.0000000000000000,2.0000000000000000
17.1999999999999993,2.0000000000000000
17.4000000000000021,3.0000000000000000
17.6000000000000014,3.0000000000000000
17.8000000000000007,3.0000000000000000
18.0000000000000000,3.0000000000000000
18.1999999999999993,3.0000000000000000
18.4000000000000021,4.0000000000000000
18.6000000000000014,4.0000000000000000
18.8000000000000007,4.0000000000000000
19.0000000000000000,4.0000000000000000
19.2000000000000028,4.0000000000000000
19.4000000000000021,5.0000000000000000
19.6000000000000014,5.0000000000000000
19.8000000000000007,5.0000000000000000
20.0000000000000000,5.0000000000000000
